sample,h2_concentration,alarm,humidity,pressure_P1_mean,pressure_P1_std,pressure_P1_min,pressure_P1_max,pressure_Trigger_mean,pressure_Trigger_std,pressure_Trigger_min,pressure_Trigger_max,CH1_CH1_mean,CH1_CH1_std,CH1_CH1_min,CH1_CH1_max,CH2_mfr_CH2_mfr_gs_mean,CH2_mfr_CH2_mfr_gs_std,CH2_mfr_CH2_mfr_gs_min,CH2_mfr_CH2_mfr_gs_max,CH3_pressure_CH3_pressure_bar_mean,CH3_pressure_CH3_pressure_bar_std,CH3_pressure_CH3_pressure_bar_min,CH3_pressure_CH3_pressure_bar_max
80,11.554,0,38.1,0.0133278865,1.2435162554225001e-05,0.0132972,0.0133674,1.0,0.0,1,1,0.048442573999999995,0.0030794019433201636,0.040495,0.057161,4.094727087499999,0.29544786321656835,3.26009375,4.900718749999999,25.247208875000002,2.0651606685197454,19.8649375,31.713875
81,11.368,0,38.1,0.013333197,1.3248518068070828e-05,0.0132946,0.0133765,1.0,0.0,1,1,0.048428008,0.003209414464966468,0.040495,0.057161,4.081784293749999,0.28517373373769833,3.3903000000000003,4.92675625,25.1888746875,1.9889402543433925,20.515937499999996,31.323249999999998
82,11.025,0,38.1,0.013334650400000002,1.2407145515387463e-05,0.0132985,0.0133726,1.0,0.0,1,1,0.048488421000000004,0.00313503611841379,0.038411,0.057161,4.05511763125,0.2902765747323037,3.3121750000000008,4.874675000000001,25.1268963125,2.041533297855514,19.474312499999993,32.88575000000001
83,10.844,0,38.1,0.013338207199999999,1.1574531876495025e-05,0.0133037,0.0133713,1.0,0.0,1,1,0.048388411,0.0031142337536028022,0.038411,0.057161,4.0643885625,0.2865030292643013,3.36425625,4.822593749999999,25.0983800625,2.0445602466022104,19.344062499999996,31.974312500000003
84,11.803,0,38.1,0.013343210900000001,1.1511024767152556e-05,0.0133011,0.01337,1.0,0.0,1,1,0.04858009,0.0030850901114716244,0.040495,0.055078,4.0485291875,0.29089348583751273,3.2861312500000004,4.74446875,25.024812125,1.9956299945893146,19.604499999999998,31.062812499999996
85,11.139,0,38.1,0.013342983400000001,1.042503354622898e-05,0.0133128,0.01337,1.0,0.0,1,1,0.04848633,0.0031048974355202138,0.040495,0.055078,4.03764375,0.28347386891241294,3.3382187499999993,4.79655,24.9686929375,2.00599633835213,19.213875000000005,32.2346875
86,11.29,0,38.1,0.0133372907,1.1657389223578295e-05,0.0132998,0.0133713,1.0,0.0,1,1,0.048477993999999996,0.0031234880870533183,0.040495,0.055078,4.047435406249999,0.29211186859037136,3.3121750000000008,4.79655,24.896817625,1.9644248352424902,19.083687500000003,30.932625000000005
87,11.83,0,38.1,0.0133390288,1.0574924612497224e-05,0.0133037,0.0133713,1.0,0.0,1,1,0.048653001,0.003115950968323956,0.040495,0.057161,4.037122874999999,0.29146404248680485,3.2080062500000004,4.77050625,24.898251000000002,2.0208805454725205,19.213875000000005,31.323249999999998
88,11.806,0,38.1,0.013340843600000001,1.2642445927904925e-05,0.0133024,0.0133752,1.0,0.0,1,1,0.048482160999999996,0.0031183802640279454,0.040495,0.055078,4.02285213125,0.29381174483235745,3.26009375,4.84863125,24.7847080625,2.023428286184388,18.562812499999996,30.411812499999996
89,11.66,0,38.1,0.0133266918,1.1225513474224669e-05,0.0132972,0.0133544,1.0,0.0,1,1,0.048423841999999995,0.003181722237253906,0.040495,0.055078,3.981524,0.29191625718048936,3.2080062500000004,4.718425,24.77390125,2.055755812413497,18.302437500000003,31.193062499999993
90,12.598,0,38.1,0.013320941900000001,1.1015214677435922e-05,0.0132842,0.0133518,1.0,0.0,1,1,0.048680095,0.003094291657548622,0.042578,0.055078,4.0184510625,0.2886590800834998,3.3382187499999993,4.79655,24.720775999999997,2.061273615441343,18.693062499999996,32.104499999999994
91,11.687,0,38.1,0.0133237525,1.0945226071214796e-05,0.013292,0.0133531,1.0,0.0,1,1,0.048598836,0.0031194073153571976,0.040495,0.057161,4.0264978875,0.2899046495707249,3.3121750000000008,4.874675000000001,24.7123129375,2.0608727920100907,18.172187500000007,31.844062500000007
92,11.735,0,38.1,0.013331806,1.673204542188431e-05,0.0132881,0.0133739,1.0,0.0,1,1,0.048550915,0.0030952446213142826,0.042578,0.057161,3.9890760624999992,0.28977359210920356,3.2340499999999994,4.718425,24.594995875000002,1.9772125453404685,19.995125,32.104499999999994
93,12.025,0,38.1,0.0133309779,1.190722728388098e-05,0.0132972,0.0133687,1.0,0.0,1,1,0.048615502,0.003152385598240799,0.040495,0.057161,4.00162809375,0.28977883255906717,3.2340499999999994,4.718425,24.615828312500003,1.9751436051539222,19.213875000000005,31.193062499999993
94,12.646,0,38.1,0.0133365939,1.3957132685118393e-05,0.0132933,0.0133765,1.0,0.0,1,1,0.048592584,0.003165205839269225,0.040495,0.059245,3.9777218499999996,0.2868519769681678,3.18196875,4.6923812499999995,24.506453125,2.059484714463164,18.172187500000007,31.062812499999996
95,12.034,0,38.1,0.0133347349,1.2408217115685867e-05,0.0132985,0.0133791,1.0,0.0,1,1,0.048646757,0.003167395916829944,0.040495,0.057161,3.9720968875,0.29389343733727996,3.1038437500000002,4.6923812499999995,24.5085369375,2.0404330771555497,18.953437500000003,31.974312500000003
96,12.332,0,38.1,0.0133317683,1.4733291726902014e-05,0.0132855,0.0133752,1.0,0.0,1,1,0.048578001999999995,0.003174363405156379,0.040495,0.057161,3.949310375,0.28514242705198,3.26009375,4.6923812499999995,24.464005625,2.0787628648616305,18.302437500000003,31.5836875
97,12.429,0,38.1,0.0133384425,9.633111841455973e-06,0.0133128,0.0133635,1.0,0.0,1,1,0.048673824000000004,0.0031695100146590482,0.040495,0.057161,3.93053431875,0.2939042380777708,3.2861312500000004,4.6403,24.320776,2.0008412650848113,17.651374999999998,31.713875
98,12.246,0,38.1,0.013347403400000001,1.0825189533675625e-05,0.013318,0.0133765,1.0,0.0,1,1,0.04864467000000001,0.003181649629531825,0.040495,0.059245,3.9180344249999997,0.2882740744395546,3.2080062500000004,4.79655,24.315177624999997,2.017474564472402,18.302437500000003,32.104499999999994
99,12.965,0,38.1,0.013349380700000002,1.3996580207679334e-05,0.0133115,0.0133856,1.0,0.0,1,1,0.048671746,0.0031148504146241113,0.040495,0.057161,3.93238340625,0.29264869804471133,3.0778,4.66634375,24.236660875,2.0589571976853924,18.693062499999996,31.974312500000003
100,12.323,0,38.1,0.013344867100000001,1.3263702635011097e-05,0.0132985,0.0133843,1.0,0.0,1,1,0.048540494,0.0030554596119019475,0.040495,0.057161,3.9056386187500003,0.28969357044145033,3.18196875,4.66634375,24.1759846875,2.019148467101694,18.693062499999996,30.281562499999996
101,12.263,0,38.1,0.013344070199999999,1.1618472014856339e-05,0.0133102,0.0133739,1.0,0.0,1,1,0.048669657,0.003134883893121243,0.040495,0.057161,3.9051957624999996,0.2861715813396198,3.1298812499999995,4.718425,24.1362715625,1.9979138261317326,19.344062499999996,29.6305625
102,12.999,0,38.1,0.013341387000000001,1.3586206644976367e-05,0.0132972,0.0133778,1.0,0.0,1,1,0.04865925100000001,0.0031653504235706668,0.040495,0.057161,3.9303000062499995,0.2878803576993427,3.2080062500000004,4.58821875,24.1151773125,2.05262878946048,18.302437500000003,30.021187500000003
103,12.525,0,38.1,0.013336371599999999,1.2065693243241311e-05,0.013292,0.0133726,1.0,0.0,1,1,0.048546758,0.0030023102623539756,0.040495,0.057161,3.9204562624999997,0.2884869220550504,3.1298812499999995,4.718425,24.041740625,2.0524404797755977,18.302437500000003,31.4534375
104,13.122,0,38.0,0.0133270961,1.9329430275877215e-05,0.0132868,0.0133765,1.0,0.0,1,1,0.04854259500000001,0.003145957664205766,0.040495,0.055078,3.8908989875,0.2951467488719433,3.155925,4.74446875,24.049161375,2.1513821442447867,18.172187500000007,30.672187500000003
105,13.0,0,38.0,0.0133029785,1.127505333690268e-05,0.0132777,0.0133362,1.0,0.0,1,1,0.048825915000000004,0.0032066159757250324,0.040495,0.057161,3.917044825,0.2925320951764054,3.2080062500000004,4.66634375,23.964786874999998,2.0623848323640366,18.302437500000003,31.323249999999998
106,13.564,0,38.0,0.013323363800000002,1.598144328776347e-05,0.0132855,0.0133687,1.0,0.0,1,1,0.048667583,0.003164421980569437,0.038411,0.057161,3.87907596875,0.29173368681088657,3.18196875,4.58821875,23.9679119375,2.0516295212241116,18.172187500000007,31.323249999999998
107,13.673,0,38.0,0.0133197953,1.758673897884425e-05,0.0132751,0.0133635,1.0,0.0,1,1,0.048613431000000006,0.00309738652499797,0.040495,0.057161,3.8619665624999997,0.2962112194835793,3.1298812499999995,4.66634375,23.865828625,2.0122822080109652,17.9118125,30.281562499999996
108,13.381,0,38.0,0.013319254499999999,1.4894606397954911e-05,0.0132855,0.0133713,1.0,0.0,1,1,0.048563424,0.0031005225208380603,0.040495,0.057161,3.8613416687499997,0.29293604427417996,3.05175625,4.58821875,23.883796750000002,2.0784800867766178,18.172187500000007,31.974312500000003
109,13.793,0,38.0,0.013349604300000002,1.0604389256812483e-05,0.0133232,0.013383,1.0,0.0,1,1,0.048665508,0.0031636238521568897,0.040495,0.057161,3.86735723125,0.29394711158352105,3.1298812499999995,4.6403,23.768693187500002,2.0302584029509174,18.953437500000003,30.541999999999998
110,13.486,0,38.0,0.013351504899999998,9.678451631846912e-06,0.013318,0.0133752,1.0,0.0,1,1,0.048571754,0.003058953255197601,0.042578,0.057161,3.860378087499999,0.2921387135619639,3.0778,4.6142562499999995,23.766609499999998,1.9929865569887508,17.7815625,31.5836875
111,13.928,0,38.0,0.0133497265,1.2201937049091826e-05,0.0133102,0.0133843,1.0,0.0,1,1,0.048500906999999996,0.003126671860357431,0.040495,0.055078,3.8109248937499998,0.28419668760568517,3.0778,4.53613125,23.6888748125,2.034671443195159,17.9118125,30.802437500000003
112,13.824,0,38.0,0.0133554542,1.4103939249727394e-05,0.0133167,0.0133933,1.0,0.0,1,1,0.048755105,0.0031662675644953,0.040495,0.057161,3.85459691875,0.2944157335671331,3.0778,4.58821875,23.6745515625,1.9815688136238077,18.432624999999994,29.5003125
113,14.679,0,38.0,0.0133512849,1.2484359895084708e-05,0.0133167,0.0134011,1.0,0.0,1,1,0.048484242999999996,0.0030829000758946113,0.040495,0.057161,3.8318625312499996,0.29000181424654586,3.0778,4.53613125,23.636531187499997,2.037370443185436,17.7815625,30.541999999999998
114,14.315,0,38.0,0.013341732799999999,1.3000550148359093e-05,0.0133076,0.013383,1.0,0.0,1,1,0.048711331000000004,0.003085101445566904,0.042578,0.057161,3.83368531875,0.28636513962258475,3.1038437500000002,4.562175,23.5364025,2.057324980138043,18.302437500000003,29.6305625
115,14.324,0,38.0,0.0133407747,1.3072315399729301e-05,0.013305,0.0133791,1.0,0.0,1,1,0.048757177,0.003126991724592663,0.040495,0.057161,3.793919825,0.29090536092344643,3.1298812499999995,4.510093749999999,23.527678062499998,2.051403570847324,17.130562500000003,30.281562499999996
116,13.56,0,38.0,0.0133581024,1.1121262259294121e-05,0.0133284,0.0133895,1.0,0.0,1,1,0.048638426000000005,0.003108824019548871,0.040495,0.057161,3.81194058125,0.29031559354796543,2.8955062500000004,4.510093749999999,23.441088625,2.065536222756844,16.739937499999996,30.151374999999994
117,13.669,0,38.0,0.013351767500000002,1.090314696544077e-05,0.0133232,0.0133856,1.0,0.0,1,1,0.048594656,0.003116317377557042,0.040495,0.055078,3.7909770312499997,0.2904912473500826,3.1038437500000002,4.562175,23.448251250000002,1.9847249853388063,18.562812499999996,30.411812499999996
118,14.73,0,37.9,0.013343323999999998,1.1253645809247751e-05,0.0133128,0.0133817,1.0,0.0,1,1,0.048548833,0.0031416846654479824,0.040495,0.057161,3.7809248624999996,0.28541957572016313,3.05175625,4.6403,23.4074941875,1.9848470894193266,17.521187499999993,30.021187500000003
119,14.671,0,37.9,0.0133412882,1.3481482884312086e-05,0.0132946,0.0133739,1.0,0.0,1,1,0.048744669000000004,0.0031543159010218045,0.040495,0.057161,3.77113336875,0.28593774237599556,3.05175625,4.510093749999999,23.276504499999998,2.0428889089243967,17.000312500000003,30.021187500000003
120,14.772,0,37.9,0.0133091899,1.574027153482429e-05,0.0132777,0.0133557,1.0,0.0,1,1,0.048678021,0.0031408344602285236,0.040495,0.057161,3.78363325,0.28426147882698816,3.05175625,4.510093749999999,23.2942130625,2.0070898784427516,16.739937499999996,28.979500000000005
121,15.026,0,37.9,0.0132947664,1.0586152796932448e-05,0.0132621,0.0133271,1.0,0.0,1,1,0.048692587,0.003131102408806042,0.040495,0.057161,3.7661072312499995,0.2871171162081794,3.0257187500000002,4.6142562499999995,23.2281973125,2.063105769917907,16.479499999999994,29.890937500000007
122,14.489,0,37.9,0.0133110853,1.8107615909058836e-05,0.0132608,0.0133583,1.0,0.0,1,1,0.048684257,0.003218252714587684,0.040495,0.057161,3.75761770625,0.2969457366169201,2.9996750000000003,4.45800625,23.146817812499997,2.0778693842151137,17.130562500000003,29.109687499999996
123,14.58,0,37.9,0.0133167754,2.770271132651102e-05,0.0132712,0.0133752,1.0,0.0,1,1,0.04846968200000001,0.0031488359784015425,0.038411,0.057161,3.72694061875,0.2849410703647773,2.97363125,4.510093749999999,23.116348874999996,2.0991025188414567,17.7815625,30.672187500000003
124,15.12,0,37.9,0.013339308299999998,1.2181778240880887e-05,0.0133063,0.0133765,1.0,0.0,1,1,0.048790528,0.0031150631064580376,0.040495,0.055078,3.7392843062499996,0.29180875203779383,2.86946875,4.510093749999999,23.0420004375,2.093222366473212,17.000312500000003,30.411812499999996
125,15.013,0,37.9,0.013330494299999999,2.4334030441133254e-05,0.0132738,0.0133804,1.0,0.0,1,1,0.048628002,0.0030737584752215,0.040495,0.055078,3.7402480375,0.2971651010631945,3.0257187500000002,4.562175,23.03952675,2.0429925182850797,17.130562500000003,30.151374999999994
126,14.966,0,37.9,0.013337644300000001,1.2519120077305737e-05,0.0132972,0.0133778,1.0,0.0,1,1,0.048496753999999996,0.0031011236414377292,0.040495,0.057161,3.71717499375,0.289581962991954,3.05175625,4.431968749999999,22.976765625,2.0853858443057627,17.260750000000005,31.062812499999996
127,14.627,0,37.9,0.013336305300000002,1.1708262121681406e-05,0.0133063,0.0133713,1.0,0.0,1,1,0.048371742999999995,0.0031313070441831474,0.040495,0.055078,3.7083208375,0.28712893581355325,3.1038437500000002,4.405925,22.928327499999998,2.063434823052557,16.739937499999996,29.239937499999993
128,15.156,0,37.8,0.013334541200000001,1.2157038395925197e-05,0.0132933,0.01337,1.0,0.0,1,1,0.048453002999999994,0.0031730036768007376,0.040495,0.055078,3.71441463125,0.28613984828859795,3.0257187500000002,4.45800625,22.9607491875,2.057719093678149,17.9118125,30.151374999999994
129,15.214,0,37.8,0.013344118299999999,1.4966310003137056e-05,0.0133024,0.0133908,1.0,0.0,1,1,0.048505082000000005,0.0031943696810600992,0.040495,0.057161,3.6895187499999995,0.29539093168259667,2.9996750000000003,4.484050000000001,22.899942875,2.0632475739760325,17.260750000000005,29.239937499999993
130,15.971,0,37.8,0.013336954,1.2113433204504808e-05,0.0133037,0.0133791,1.0,0.0,1,1,0.048415498,0.0031614756516531958,0.040495,0.057161,3.6845708437499995,0.29079108932511954,2.9215500000000008,4.484050000000001,22.829891125000003,1.9573678698695849,17.260750000000005,28.719062500000003
131,15.811,0,37.8,0.013340878700000001,1.9012392177472023e-05,0.0132985,0.0133908,1.0,0.0,1,1,0.048438421,0.003130580432405307,0.040495,0.057161,3.68516976875,0.29074988567673155,2.97363125,4.484050000000001,22.7481196875,2.0559826896422293,16.870124999999998,29.239937499999993
132,15.727,0,37.8,0.0133469991,1.3100153021625334e-05,0.0133076,0.0133856,1.0,0.0,1,1,0.048492582,0.0031285420574567956,0.040495,0.057161,3.7036853312499995,0.2967731713925342,2.9475937499999993,4.484050000000001,22.7313226875,2.0289105608025353,17.000312500000003,30.151374999999994
133,15.722,0,37.8,0.013341075,1.2917153517706577e-05,0.0132998,0.0133739,1.0,0.0,1,1,0.048369672,0.0031289192272118496,0.040495,0.055078,3.677201075,0.28642829189162466,2.9215500000000008,4.37988125,22.62025575,2.0119327464952854,16.609687499999996,29.76075
134,15.952,0,37.8,0.013341883600000002,1.1157121987322707e-05,0.013305,0.0133752,1.0,0.0,1,1,0.048473831,0.0030866633753033387,0.040495,0.055078,3.6719926875,0.2862684052083145,2.86946875,4.45800625,22.6110108125,2.043705567870482,16.870124999999998,30.802437500000003
135,16.715,0,37.8,0.013339698299999998,1.259226457433294e-05,0.0133089,0.0133817,1.0,0.0,1,1,0.048513426000000005,0.0031665577093310648,0.040495,0.059245,3.66774791875,0.28570014746111216,2.9996750000000003,4.431968749999999,22.5452560625,2.0573526717525006,16.870124999999998,30.151374999999994
136,16.217,0,37.7,0.0133427871,1.086340478809475e-05,0.0133115,0.0133817,1.0,0.0,1,1,0.048453001,0.003108041228651737,0.040495,0.055078,3.65852916875,0.29249791326994107,2.9215500000000008,4.405925,22.534578874999998,1.9898282187569725,17.390937499999996,28.328437499999996
137,15.763,0,37.7,0.0133426129,1.0361946901523882e-05,0.0133089,0.0133817,1.0,0.0,1,1,0.048550914,0.003179630453465308,0.040495,0.057161,3.6549354812499995,0.29369846326956023,2.9215500000000008,4.431968749999999,22.4681715,2.018072368642893,17.390937499999996,29.5003125
138,16.44,0,37.7,0.013342137099999998,1.0654886840788123e-05,0.0133037,0.0133739,1.0,0.0,1,1,0.048688415000000006,0.003115635212725488,0.040495,0.055078,3.65556046875,0.28975084659195877,2.86946875,4.3278,22.450072812499997,2.083213803633117,17.390937499999996,28.849312500000003
139,16.107,0,37.7,0.0133500892,1.1286526629570293e-05,0.0133206,0.0133843,1.0,0.0,1,1,0.048580066000000005,0.0031200408977518227,0.042578,0.057161,3.6358729437499995,0.2858553692829999,2.8955062500000004,4.35384375,22.4496825625,2.052575879265756,17.130562500000003,30.021187500000003
140,17.015,0,37.7,0.0133409045,1.1771363122000758e-05,0.0133024,0.0133959,1.0,0.0,1,1,0.048467604000000004,0.0031271502955860626,0.040495,0.055078,3.6406124874999994,0.2953009634905334,2.9215500000000008,4.37988125,22.319604687500004,2.0894440275216746,16.609687499999996,29.239937499999993
141,16.421,0,37.7,0.0133436737,1.314080736903178e-05,0.0133063,0.0133791,1.0,0.0,1,1,0.048240492,0.0031364425602800378,0.040495,0.055078,3.6264717812499994,0.295331680351845,2.8955062500000004,4.37988125,22.311141125,2.0542718277251666,16.349312500000003,28.588874999999998
142,16.859,0,37.7,0.0133428352,1.0742373153079345e-05,0.0133089,0.0133713,1.0,0.0,1,1,0.04849883099999999,0.003085203139250153,0.040495,0.057161,3.61019580625,0.2840486042389714,2.86946875,4.35384375,22.211140875,2.0079144763086547,16.609687499999996,27.6774375
143,16.812,0,37.7,0.0133534237,1.0562929911250956e-05,0.0133258,0.0133895,1.0,0.0,1,1,0.04827592,0.003114438951015094,0.040495,0.057161,3.5968884749999996,0.28935147485662766,2.86946875,4.3017562499999995,22.220515,2.0232493928784,17.390937499999996,28.328437499999996
144,16.455,0,37.6,0.013354047400000001,1.6040914351744423e-05,0.0133076,0.0133959,1.0,0.0,1,1,0.04849466699999999,0.0031043833748606183,0.040495,0.057161,3.5813677562499997,0.28962204103282657,2.86946875,4.35384375,22.140176687499995,2.0329745931503447,15.307625000000005,28.458687499999996
145,17.11,0,37.6,0.013339466900000001,1.2239334720073623e-05,0.0133076,0.0133791,1.0,0.0,1,1,0.048469674,0.0031488291134521736,0.040495,0.057161,3.5851957562499996,0.28737283795864327,2.8955062500000004,4.3017562499999995,22.1090578125,2.1255470178445526,16.609687499999996,28.588874999999998
146,17.265,0,37.6,0.013349123299999998,1.1643930913140998e-05,0.0133128,0.0133804,1.0,0.0,1,1,0.048421751,0.0031145682598072884,0.040495,0.057161,3.603398875,0.2920935325163414,2.7653,4.431968749999999,22.072989687499998,1.9776853046670486,16.479499999999994,28.198249999999994
147,17.323,0,37.6,0.0133428755,1.352167333394795e-05,0.0133089,0.0133817,1.0,0.0,1,1,0.048332141,0.003178291214649627,0.040495,0.057161,3.59425825625,0.30304908786185886,2.8434249999999994,4.405925,22.012832875,2.1007168036709483,16.609687499999996,28.719062500000003
148,17.119,0,37.6,0.0133442535,1.1966708308887573e-05,0.0133167,0.0133804,1.0,0.0,1,1,0.048342581,0.0032050672341526628,0.040495,0.057161,3.5617322937500004,0.2923368300064953,2.7132187500000002,4.3017562499999995,21.992781000000004,2.0597583809719797,16.219062500000007,28.979500000000005
149,17.014,0,37.6,0.0133491428,1.0950604922103615e-05,0.0133167,0.0133804,1.0,0.0,1,1,0.048415495,0.0031449623717900027,0.040495,0.057161,3.55800833125,0.2901706157939475,2.79134375,4.431968749999999,21.959578312500003,2.0174033245105103,17.521187499999993,29.109687499999996
150,16.911,0,37.6,0.013342785800000001,1.4408999908390572e-05,0.0132933,0.0133752,1.0,0.0,1,1,0.04835508,0.0031564520927142236,0.040495,0.057161,3.5279300874999997,0.28329422970549517,2.8434249999999994,4.249675,21.901506,2.0307837693709696,16.219062500000007,28.588874999999998
151,17.112,0,37.6,0.0133115078,1.0601335725275377e-05,0.0132803,0.0133375,1.0,0.0,1,1,0.048455089,0.003171187995543468,0.040495,0.057161,3.5374614875,0.2953555696220868,2.79134375,4.3017562499999995,21.811531874999996,2.0807419874101365,15.568062499999993,30.021187500000003
152,17.623,0,37.6,0.013310877300000001,1.6824710241487053e-05,0.0132777,0.0133713,1.0,0.0,1,1,0.048340488,0.0031658929179389497,0.040495,0.057161,3.5318884687500005,0.2845795691002023,2.8173812500000004,4.19759375,21.79265075,2.0459502989712077,15.8284375,28.328437499999996
153,17.464,0,37.6,0.0133383112,1.1815893303512856e-05,0.0133037,0.01337,1.0,0.0,1,1,0.048398830000000004,0.0030869788138404835,0.040495,0.057161,3.5041281,0.2848336383261442,2.79134375,4.3278,21.7231210625,2.0607976513023796,15.047187500000003,28.719062500000003
154,17.945,0,37.5,0.0133347154,1.1836843449163287e-05,0.0133037,0.0133687,1.0,0.0,1,1,0.048415497,0.0031587255205210536,0.040495,0.057161,3.5129302187499998,0.29347969874487373,2.79134375,4.2236312499999995,21.705801124999997,2.1236140316602636,16.088875,28.719062500000003
155,17.583,0,37.5,0.013336223400000001,1.5921241548321528e-05,0.0132907,0.013383,1.0,0.0,1,1,0.048423832,0.003132209413461367,0.040495,0.057161,3.4979042,0.29210182361584763,2.79134375,4.3278,21.622729625,2.016507113519296,16.219062500000007,28.719062500000003
156,17.57,0,37.5,0.0133210108,1.2995848697180203e-05,0.0132868,0.0133635,1.0,0.0,1,1,0.048448825,0.0030921194660580307,0.040495,0.057161,3.5123311562499997,0.2816540760286382,2.79134375,4.2236312499999995,21.639005687499996,1.9846260880542768,16.479499999999994,29.109687499999996
157,17.835,0,37.5,0.0133461515,1.45139614767988e-05,0.013305,0.0133804,1.0,0.0,1,1,0.048332156,0.003071325479603879,0.040495,0.057161,3.5044405937499996,0.29601072907524023,2.7653,4.27571875,21.585229812500003,2.0301110435056398,15.698249999999996,27.5471875
158,17.532,0,37.5,0.0133172135,1.7479802852149098e-05,0.0132777,0.0133765,1.0,0.0,1,1,0.04834050000000001,0.0032270022981088814,0.040495,0.057161,3.50300838125,0.28948262608924924,2.687175,4.3278,21.532234,1.9951760446395137,14.786812499999996,26.375312499999996
159,17.934,0,37.5,0.0133352107,1.1266424255725484e-05,0.0132985,0.0133661,1.0,0.0,1,1,0.048263405999999995,0.003045931089037308,0.040495,0.055078,3.48272185,0.29296072977261917,2.687175,4.19759375,21.495777125,2.0954619486259434,15.568062499999993,28.068062500000003
160,18.265,0,37.5,0.0133388442,1.2553776577588095e-05,0.0133037,0.0133752,1.0,0.0,1,1,0.048359268,0.003154318266785392,0.040495,0.055078,3.5090500125,0.2903224729675604,2.8173812500000004,4.27571875,21.441740437500005,2.010569393275967,16.219062500000007,28.979500000000005
161,17.751,0,37.5,0.0133331931,1.1788572534026327e-05,0.013292,0.0133648,1.0,0.0,1,1,0.048340489,0.003047115630211463,0.040495,0.055078,3.4846489125,0.28731968520502965,2.7653,4.3017562499999995,21.383146125,2.0451425938670016,15.437812499999994,27.5471875
162,17.905,0,37.4,0.013331417300000002,1.2906057907432428e-05,0.0132933,0.0133635,1.0,0.0,1,1,0.048465506,0.0031053221990582558,0.040495,0.057161,3.47324266875,0.2879350272071396,2.7392562499999995,4.2236312499999995,21.384057687500004,1.9774010686250516,15.568062499999993,27.937812500000007
163,17.812,0,37.4,0.013343990900000002,1.3277637108687645e-05,0.0133037,0.0133765,1.0,0.0,1,1,0.048538425,0.003115075443127341,0.042578,0.055078,3.4769667249999996,0.2918832608800873,2.7132187500000002,4.249675,21.2827559375,2.0504181018586403,16.088875,28.719062500000003
164,18.234,0,37.4,0.0133322597,9.510638564786264e-06,0.0133024,0.0133622,1.0,0.0,1,1,0.048580083,0.003149125058506092,0.040495,0.057161,3.47516980625,0.29079567624305863,2.7653,4.19759375,21.3091874375,2.0696882619327064,16.088875,28.588874999999998
165,18.14,0,37.4,0.013348830699999998,1.123367916178843e-05,0.013318,0.0133946,1.0,0.0,1,1,0.048607172000000004,0.0031185968303735576,0.042578,0.057161,3.4543103624999993,0.2932275989695758,2.7392562499999995,4.19759375,21.2938223125,2.038262908355911,15.8284375,28.068062500000003
166,18.792,0,37.4,0.013353924200000002,1.3640837744068333e-05,0.0133154,0.0133869,1.0,0.0,1,1,0.048405083,0.003164900545690338,0.040495,0.057161,3.4340499624999996,0.2826900489332052,2.7132187500000002,4.14550625,21.178198000000002,2.0472892329093675,15.437812499999994,28.979500000000005
167,18.436,0,37.4,0.013353171499999998,1.3025193962087477e-05,0.0133063,0.0133817,1.0,0.0,1,1,0.048505083,0.0031159780390931833,0.040495,0.055078,3.4454822187499996,0.2904490960608039,2.687175,4.14550625,21.1257240625,2.0898766300822555,15.047187500000003,28.719062500000003
168,18.051,0,37.4,0.0133175203,2.213701284975009e-05,0.0132634,0.0133778,1.0,0.0,1,1,0.048490499,0.0031164890935151688,0.040495,0.057161,3.411654125,0.28703498803488664,2.66113125,4.19759375,21.068823437500004,2.091890808044893,14.786812499999996,29.109687499999996
169,18.687,0,37.4,0.013310486000000002,1.5591092456912705e-05,0.0132647,0.013357,1.0,0.0,1,1,0.048469676,0.0031239186742013625,0.040495,0.057161,3.40928439375,0.2827165101860811,2.7392562499999995,4.119468749999999,21.08783275,2.0368785878602798,15.568062499999993,27.937812500000007
170,18.694,0,37.4,0.0133373206,1.0687625350843826e-05,0.0133024,0.0133739,1.0,0.0,1,1,0.048450925,0.0031251943186584416,0.040495,0.055078,3.42532608125,0.298376537771165,2.6350937500000002,4.19759375,21.0602286875,2.055237214162728,14.917,27.5471875
171,18.932,0,37.4,0.0133361207,1.0514844816258584e-05,0.0133024,0.0133739,1.0,0.0,1,1,0.048300921000000004,0.0031326460295984606,0.040495,0.055078,3.43183636875,0.291344265518438,2.6090500000000003,4.093425000000001,20.982495062500004,2.04379380228745,14.917,28.588874999999998
172,18.336,0,37.4,0.0133375819,1.0251308325769917e-05,0.0133102,0.01337,1.0,0.0,1,1,0.048400914,0.0031034088100996295,0.040495,0.057161,3.396237525,0.28448892011734067,2.6350937500000002,4.119468749999999,20.932494312499998,2.0197302059297413,15.437812499999994,27.6774375
173,18.079,0,37.4,0.0133437517,1.2299437268021644e-05,0.013305,0.0133778,1.0,0.0,1,1,0.048350914,0.0031585789489268746,0.042578,0.055078,3.3812635312499997,0.2929479901981973,2.6350937500000002,4.17155,20.874551562500002,2.035092670556175,15.8284375,26.635749999999998
174,18.475,0,37.4,0.0133512215,1.0935849658348439e-05,0.0133219,0.0133882,1.0,0.0,1,1,0.048423825000000004,0.00309878352267063,0.040495,0.057161,3.39626345625,0.29246837438935647,2.687175,4.17155,20.850723062500002,2.068973316195702,15.177437500000002,28.328437499999996
